aged_completion_rate_median,aged_completion_rate_peak,cell_id,chaos_recovery_time_s,claim_p99_ms_median,claim_p99_ms_peak,completion_rate_median,completion_rate_peak,end_to_end_p99_ms_median,end_to_end_p99_ms_peak,enqueue_rate_median,enqueue_rate_peak,jobs_lost,missing,phase,phase_label,phase_type,producer_p99_ms_median,producer_p99_ms_peak,queue_depth_median,queue_depth_peak,rc,retryable_failure_rate_median,retryable_failure_rate_peak,run_dir,subscriber_p99_ms_median,subscriber_p99_ms_peak,system,worker_count
,,perf_w64_shared,,131.0,141.0,500.8722902215294,517.8590942476783,,,501.17227125036914,516.6143215822229,,,A,clean,clean,,,12.0,26.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T132325Z-7cf315,,,river,64
,,perf_w64_pgque,,713.189,1447.303,27718.979062925748,28792.201460810873,714.2115,1448.577,27690.12643420058,30740.943039468657,,,A,clean,clean,0.03096804697997868,0.3220480689778924,7000.0,23000.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T134550Z-95ebda,713.189,1447.303,pgque,64
,,perf_w64_pgmq,,160.0,359.0,10243.3,26486.4,259.5,477.0,10291.2,26521.6,,,A,clean,clean,0.6603433976124506,0.9919067342707422,404.5,1370.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T134937Z-92b8d3,160.0,359.0,pgmq,64
0.0,0.0,perf_w128_shared,,1034.239,1541.119,8498.813574271488,11404.768714438464,1036.287,1543.167,8661.387477496115,11225.709233236916,,,A,clean,clean,0.35450000000000004,0.414,3554.0,6341.0,0,0.0,0.0,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T135326Z-fd43d5,1034.239,1541.119,awa,128
,,perf_w128_shared,,18815.0,19297.0,409.6,460.8,18816.0,19298.0,640.0,819.2,,,A,clean,clean,0.1720442232908681,1.6318453981511993,5728.0,7328.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T135326Z-fd43d5,18815.0,19297.0,absurd,128
,,perf_w128_shared,,17.5,49.0,283.25841360437636,301.0193883669798,,,283.15847356839794,301.0193883669798,,,A,clean,clean,,,2.0,4.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T135326Z-fd43d5,,,oban,128
,,perf_w128_shared,,285.0,670.0,2387.2,4531.2,350.0,734.0,2393.6000000000004,4505.6,,,A,clean,clean,0.21875,0.96875,512.0,896.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T135326Z-fd43d5,285.0,670.0,pgboss,128
,,perf_w128_shared,,910.6955,1578.9189999999999,263.9414948238208,275.3819284620032,,,264.54106776382656,276.38113720098,,,A,clean,clean,,,121.0,240.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T135326Z-fd43d5,,,procrastinate,128
,,perf_w128_shared,,94.0,133.0,491.20005788972355,513.4010669500973,,,491.90004995879895,511.24174667180466,,,A,clean,clean,,,11.5,27.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T135326Z-fd43d5,,,river,128
,,perf_w128_pgque,,413.13649999999996,767.335,34433.43302934048,37029.78663117379,414.625,768.747,34295.61957480486,38492.06524259304,,,A,clean,clean,0.03378048446029425,0.1724387208620707,6000.0,20000.0,0,,,/home/brian/dev/postgresql-job-queue-benchmarking/results/custom-20260508T141549Z-f3c88a,413.13649999999996,767.335,pgque,128
