run_id	systems	rate	workers	replicas	phases	notes
custom-20260605T013419Z-0c45d0	awa,pgque	800	32	1	warmup=5m clean_1=20m idle_1=60m recovery=10m	Awa #295/#290 branch vs pgque 55ddc1d; both passed pinned-MVCC gate
